HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT,SPECIES_CODE,SEX,LENGTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,WEIGHT,SAMPLING_FACTOR
-17454,162,201702,50,3,0,8212017,1126,0.52,2.855,13.987,Y,2.533,64.27813,-170.69045,CC-20,32,35,9,6.6,137,44,15,2,0.011642566,69322,,,,,,,,,,,,,,,
-17453,162,201702,49,3,6.41,8212017,827,0.249,1.303,14.114,Y,2.418,64.30688,-171.27471,CC-21,43,45,8.1,2.1,183,44,15,2,0.005361824,69322,,,,,,,,,,,,,,,
-17415,162,201702,65,3,0,8262017,1543,0.51,2.898,14.615,Y,2.786,64.65996,-168.35471,DD-01,37,40,6.6,2.8,137,44,15,2,0.012348529,69322,,,,,,,,,,,,,,,
-17409,162,201702,59,3,0,8252017,817,0.522,2.895,15.543,Y,2.738,64.70436,-167.60711,DD-02,27,30,7.9,4.7,137,44,15,1,0.013119022,69322,,,,,,,,,,,,,,,
-17449,94,201702,44,3,0,8232017,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,43.2,2,,,,,14.8,,,,,55.32300304,,1
-17449,94,201702,44,3,0,8232017,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,70.8,3,,,,,20.8,,,,,261.1424172,,1
-17449,94,201702,44,3,0,8232017,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,95.2,3,,,,,30.6,,,,,662.0100244,,1
-17449,94,201702,44,3,0,8232017,723,0.533,2.889,15.539,Y,2.356,64.65558,-166.80792,DD-03,23,25,7.8,3.9,137,44,15,2,0.013088463,69322,1,20.4,2,,,,,5.7,,,,,5.239511748,6,1
-17414,162,201702,64,3,0,8262017,1229,0.53,2.916,16.316,Y,2.17,64.65126,-169.16212,DD-18,41,43,4.9,2.9,183,44,15,2,0.013871367,69322,,,,,,,,,,,,,,,
-17397,162,201702,54,3,0,8222017,1129,0.527,2.867,16.085,Y,2.315,64.65624,-169.90891,DD-19,45,47,4.7,3.1,183,44,15,2,0.013445185,69322,,,,,,,,,,,,,,,
-17396,162,201702,53,3,1.12,8222017,835,0.273,1.46,16.175,Y,2.446,64.61832,-170.68775,DD-20,45,47,8.7,2.6,183,44,15,2,0.006885178,69322,,,,,,,,,,,,,,,
-17413,162,201702,63,3,0,8262017,830,0.525,2.884,15.261,Y,2.382,65.00093,-168.34499,EE-01,42,44,4.3,3.2,183,44,15,2,0.012832057,69322,,,,,,,,,,,,,,,
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,84.2,1,,,,,,,,,,450.1459839,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,36.6,2,,,,,,,,,,32.86406933,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,42.3,2,,,,,,,,,,51.78253862,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,34.5,2,,,,,,,,,,27.29659369,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,37.9,2,,,,,,,,,,36.67229336,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,38.7,2,,,,,,,,,,39.15935075,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,39.5,2,,,,,,,,,,41.75897085,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,33.2,2,,,,,,,,,,24.1940084,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,30.1,2,,,,,,,,,,17.78182165,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,44,2,,,,,,,,,,58.60555946,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,37.2,2,,,,,,,,,,34.58636988,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,33.8,2,,,,,,,,,,25.59428843,26,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,34.7,2,,,,,,,,,,27.79677403,26,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,37.7,2,0,0,0,,,,,,,34.78456267,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,35.3,2,0,0,0,,,,,,,28.31596321,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,31.9,2,0,0,0,,,,,,,20.6277212,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,30.5,2,0,0,0,,,,,,,17.92605611,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,37.1,2,,,,,,,,,,34.29514687,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,39.2,2,,,,,,,,,,40.77075372,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,44.7,2,,,,,,,,,,61.58460766,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,30.7,2,,,,,,,,,,18.91922699,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,1,40.3,2,,,,,,,,,,44.47381324,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,28.4,2,0,0,0,,,,,,,14.34088604,,1
-17410,162,201702,60,3,0,8252017,1219,0.524,2.97,14.626,Y,2.53,64.97021,-167.60049,EE-02,30,33,6.4,3.4,137,44,15,2,0.01266485,69322,2,33.4,2,0,0,0,,,,,,,23.81617794,,1
