Year,Agent,Haul,Spcode,Total_n,Weight_kg
1979,NOAA,67,43000,106,12.565
1979,NOAA,67,66045,2,0.091
1979,NOAA,67,66050,4,0.091
1979,NOAA,67,66500,32,0.181
1979,NOAA,67,66580,55,0.272
1979,NOAA,67,68580,8,0.091
1979,NOAA,67,68781,21,3.856
1979,NOAA,67,75240,2,0.091
1979,NOAA,67,75284,2,0.091
1979,NOAA,67,80020,23,14.47
1979,NOAA,67,80200,43,11.113
1979,NOAA,67,81742,3042,188.15
1979,NOAA,68,10155,4,0.454
1979,NOAA,68,10220,2,1.361
1979,NOAA,68,10285,14,1.814
1979,NOAA,68,20040,4,0.091
1979,NOAA,68,21313,2,0.091
1979,NOAA,68,21375,12,2.948
1979,NOAA,68,21388,10,0.454
1979,NOAA,68,21735,366,30.617
1979,NOAA,68,21932,5,0.454
1979,NOAA,68,23055,9,0.227
1979,NOAA,68,23807,1,0.045
1979,NOAA,68,24189,2,0.771
1979,NOAA,68,41221,20,2.268
1979,NOAA,68,68580,1,0.045
1979,NOAA,68,68781,46,6.804
1979,NOAA,68,74311,1,0.045
1979,NOAA,68,74562,1,0.045
1979,NOAA,68,80020,17,8.391
1979,NOAA,68,80200,9,2.268
1979,NOAA,68,81095,13,0.454
1979,NOAA,68,81742,1055,73.255
1979,NOAA,68,82510,3,0.091
1979,NOAA,69,10210,33,1.814
1979,NOAA,69,10211,14,1.043
1979,NOAA,69,10220,5,2.041
1979,NOAA,69,10285,56,4.309
1979,NOAA,69,20040,17,0.181
1979,NOAA,69,21313,32,0.454
1979,NOAA,69,21375,29,2.132
1979,NOAA,69,21388,7,0.272
1979,NOAA,69,21405,1,0.045
1979,NOAA,69,21735,814,60.101
1979,NOAA,69,23055,16,0.318
1979,NOAA,69,23807,4,0.091
1979,NOAA,69,24189,6,1.134
1979,NOAA,69,43000,12,0.227
1979,NOAA,69,66500,10,0.091
1979,NOAA,69,66580,8,0.091
1979,NOAA,69,68580,3,0.045
1979,NOAA,69,68781,118,9.752
1979,NOAA,69,69010,7,0.68
1979,NOAA,69,69322,4,0.227
1979,NOAA,69,71772,3,0.136
1979,NOAA,69,71882,1,0.045
1979,NOAA,69,71884,13,1.134
1979,NOAA,69,75284,1,0.091
1979,NOAA,69,80020,3,1.814
1979,NOAA,69,80540,1,0.045
1979,NOAA,69,81095,1,0.045
1979,NOAA,69,82510,3,0.045
1979,NOAA,69,98000,2,2.268
1979,NOAA,70,10210,133,7.394
1979,NOAA,70,10220,14,12.927
1979,NOAA,70,10285,60,5.987
1979,NOAA,70,20040,9,0.181
1979,NOAA,70,21375,51,4.536
1979,NOAA,70,21735,308,16.42
1979,NOAA,70,21932,2,0.181
1979,NOAA,70,23055,8,0.136
1979,NOAA,70,23807,1,0.045
1979,NOAA,70,23809,1,0.045
1979,NOAA,70,68580,18,0.363
1979,NOAA,70,68781,164,11.703
1979,NOAA,70,69322,12,2.858
1979,NOAA,70,80020,23,20.865
1979,NOAA,70,80200,7,2.948
1979,NOAA,71,10210,82,4.581
1979,NOAA,71,10220,18,13.608
1979,NOAA,71,10285,15,1.361
1979,NOAA,71,20040,4,0.091
1979,NOAA,71,21375,16,2.041
1979,NOAA,71,21388,11,0.907
1979,NOAA,71,21735,841,57.606
1979,NOAA,71,21932,2,0.136
1979,NOAA,71,23055,12,0.363
1979,NOAA,71,23807,2,0.045
1979,NOAA,71,24100,3,0.907
1979,NOAA,71,24185,3,0.454
1979,NOAA,71,66530,12,0.091
1979,NOAA,71,66580,80,0.544
1979,NOAA,71,68580,55,1.361
1979,NOAA,71,68781,34,2.359
1979,NOAA,71,69322,6,8.165
1979,NOAA,71,71772,5,0.454
1979,NOAA,71,71884,24,2.041
1979,NOAA,71,80020,1,0.454
1979,NOAA,71,80200,11,3.629
1979,NOAA,71,81742,956,83.007
1979,NOAA,72,10210,152,7.711
1979,NOAA,72,10220,3,1.361
1979,NOAA,72,10285,5,0.454
1979,NOAA,72,20061,2,0.045
1979,NOAA,72,21110,1,0.045
1979,NOAA,72,21313,1,0.045
1979,NOAA,72,21375,6,1.134
1979,NOAA,72,21388,7,0.68
1979,NOAA,72,21735,345,15.331
1979,NOAA,72,21932,1,0.091
1979,NOAA,72,23055,16,0.68
1979,NOAA,72,23807,1,0.045
1979,NOAA,72,24185,9,0.68
1979,NOAA,72,68580,58,1.542
1979,NOAA,72,68781,5,0.816
1979,NOAA,72,80020,3,1.814
1979,NOAA,72,80200,7,2.495
1979,NOAA,73,10155,2,0.091
1979,NOAA,73,10210,89,3.447
1979,NOAA,73,10220,8,4.082
1979,NOAA,73,10285,21,1.814
1979,NOAA,73,20040,3,0.091
1979,NOAA,73,21110,1,0.091
1979,NOAA,73,21313,3,0.091
1979,NOAA,73,21388,15,0.68
1979,NOAA,73,21735,263,11.567
1979,NOAA,73,21932,3,0.091
1979,NOAA,73,22200,1,0.045
1979,NOAA,73,23807,8,0.227
1979,NOAA,73,24185,8,0.454
1979,NOAA,73,66530,26,0.091
1979,NOAA,73,66580,35,0.227
1979,NOAA,73,68580,28,0.227
1979,NOAA,73,68781,25,3.765
1979,NOAA,73,69322,2,0.136
1979,NOAA,73,71772,1,0.045
1979,NOAA,73,71884,15,2.313
1979,NOAA,73,74985,1,0.045
1979,NOAA,73,75284,5,0.136
1979,NOAA,73,80020,3,2.268
1979,NOAA,73,80200,11,4.99
1979,NOAA,73,81742,1538,153.087
1979,NOAA,73,82510,3,0.091
1979,NOAA,75,10210,73,4.082
1979,NOAA,75,10220,7,4.536
1979,NOAA,75,10285,41,8.165
1979,NOAA,75,20040,5,0.136
1979,NOAA,75,21110,2,0.091
1979,NOAA,75,21375,12,0.68
1979,NOAA,75,21388,30,1.361
1979,NOAA,75,21393,1,0.045
1979,NOAA,75,21735,1757,56.926
1979,NOAA,75,21932,1,0.181
1979,NOAA,75,23055,50,0.68
1979,NOAA,75,24100,5,0.68
1979,NOAA,75,24185,3,0.454
1979,NOAA,75,68781,42,3.175
1979,NOAA,75,69322,2,0.907
1979,NOAA,75,71753,1,0.045
1979,NOAA,75,71774,5,0.227
1979,NOAA,75,71882,3,0.227
1979,NOAA,75,71884,14,1.361
1979,NOAA,75,80010,1,0.454
1979,NOAA,75,80020,2,1.134
1979,NOAA,75,81742,1167,63.503
1979,NOAA,75,82510,19,0.68
1979,NOAA,76,10210,44,2.495
1979,NOAA,76,10220,12,5.443
1979,NOAA,76,10285,3,0.091
1979,NOAA,76,20001,1,0.045
1979,NOAA,76,20040,5,0.045
1979,NOAA,76,21110,13,0.544
1979,NOAA,76,21313,7,0.091
1979,NOAA,76,21375,8,0.907
1979,NOAA,76,21388,5,0.091
1979,NOAA,76,21735,720,40.37
1979,NOAA,76,23055,16,0.454
1979,NOAA,76,23807,3,0.045
1979,NOAA,76,66602,1,0.045
1979,NOAA,76,68781,25,2.495
1979,NOAA,76,69322,2,0.045
1979,NOAA,76,71772,2,0.091
1979,NOAA,76,71882,3,0.181
1979,NOAA,76,71884,38,5.67
1979,NOAA,76,80020,3,4.99
1979,NOAA,76,80200,6,2.722
1979,NOAA,76,81742,1473,91.399
1979,NOAA,76,82510,32,1.361
1979,NOAA,76,98000,8,2.268
1979,NOAA,77,10210,68,4.536
1979,NOAA,77,10220,11,6.35
1979,NOAA,77,10285,30,2.948
1979,NOAA,77,20040,1,0.045
1979,NOAA,77,21313,3,0.045
1979,NOAA,77,21375,6,0.68
1979,NOAA,77,21388,2,0.045
1979,NOAA,77,21735,848,57.833
1979,NOAA,77,23055,28,0.68
1979,NOAA,77,23807,2,0.045
1979,NOAA,77,24189,1,0.454
1979,NOAA,77,66500,2,0.045
1979,NOAA,77,66580,1,0.045
1979,NOAA,77,68781,25,3.856
1979,NOAA,77,69322,2,0.045
1979,NOAA,77,71882,1,0.045
1979,NOAA,77,71884,35,6.123
1979,NOAA,77,75284,15,0.68
1979,NOAA,77,80020,13,9.979
1979,NOAA,77,80200,30,10.206
1979,NOAA,77,81742,1827,148.552
1979,NOAA,77,82510,1,0.045
1979,NOAA,78,10155,3,0.272
1979,NOAA,78,10210,82,4.99
1979,NOAA,78,10220,13,5.897
1979,NOAA,78,10285,41,2.268
1979,NOAA,78,20040,1,0.045
1979,NOAA,78,21735,634,39.009
1979,NOAA,78,21932,8,0.907
1979,NOAA,78,23055,69,1.361
1979,NOAA,78,23807,1,0.045
1979,NOAA,78,24189,2,1.361
1979,NOAA,78,41221,2,0.045
1979,NOAA,78,66500,54,0.181
1979,NOAA,78,66580,2,0.045
1979,NOAA,78,68781,20,2.948
1979,NOAA,78,69010,4,0.227
1979,NOAA,78,71882,2,0.227
1979,NOAA,78,71884,60,11.793
1979,NOAA,78,75284,15,0.68
1979,NOAA,78,80020,6,5.216
1979,NOAA,78,80595,1,0.091
1979,NOAA,78,81742,1566,185.293
1979,NOAA,78,82510,33,1.361
1979,NOAA,79,10210,49,2.495
1979,NOAA,79,10220,17,8.301
1979,NOAA,79,10285,3,0.091
1979,NOAA,79,20040,6,0.045
1979,NOAA,79,20060,1,0.045
1979,NOAA,79,21110,8,0.68
1979,NOAA,79,21375,5,0.318
1979,NOAA,79,21388,1,0.045
1979,NOAA,79,21735,969,48.534
1979,NOAA,79,21932,2,0.091
1979,NOAA,79,23055,16,0.68
1979,NOAA,79,23807,4,0.045
1979,NOAA,79,41221,2,0.091
1979,NOAA,79,43000,45,4.536
1979,NOAA,79,66045,1,0.045
1979,NOAA,79,66500,30,0.091
1979,NOAA,79,66580,2,0.045
1979,NOAA,79,66602,1,0.045
1979,NOAA,79,68781,21,3.856
1979,NOAA,79,69010,6,0.454
1979,NOAA,79,71753,1,0.045
1979,NOAA,79,71772,1,0.045
1979,NOAA,79,71882,3,0.181
1979,NOAA,79,71884,11,2.268
1979,NOAA,79,80020,6,5.443
1979,NOAA,79,80200,4,2.268
1979,NOAA,79,81095,1,0.045
1979,NOAA,79,81742,2501,239.95
1979,NOAA,79,82510,32,1.361
1979,NOAA,79,98000,8,2.086
1979,NOAA,80,10210,24,1.588
1979,NOAA,80,10220,2,0.68
1979,NOAA,80,10285,4,0.227
1979,NOAA,80,20040,1,0.045
1979,NOAA,80,21313,6,0.272
1979,NOAA,80,21375,13,1.361
1979,NOAA,80,21405,1,0.045
1979,NOAA,80,21932,2,0.363
1979,NOAA,80,23055,5,0.045
1979,NOAA,80,23807,1,0.045
1979,NOAA,80,24185,11,0.907
1979,NOAA,80,41221,4,0.181
1979,NOAA,80,43000,6,1.678
1979,NOAA,80,56300,1,0.045
1979,NOAA,80,66500,20,0.045
1979,NOAA,80,66580,33,0.181
1979,NOAA,80,66602,7,0.091
1979,NOAA,80,68577,1,0.045
1979,NOAA,80,68781,35,3.402
1979,NOAA,80,69322,6,1.905
1979,NOAA,80,71753,5,0.907
1979,NOAA,80,71772,1,0.045
1979,NOAA,80,71884,3,0.499
1979,NOAA,80,80020,4,4.536
1979,NOAA,80,80200,21,11.567
1979,NOAA,80,82510,23,0.68
1979,NOAA,80,85000,5,0.045
1979,NOAA,81,10210,67,3.856
1979,NOAA,81,10220,2,0.816
1979,NOAA,81,10285,15,3.175
1979,NOAA,81,20040,7,0.091
1979,NOAA,81,21110,4,0.272
1979,NOAA,81,21300,2,0.454
1979,NOAA,81,21313,2,0.091
1979,NOAA,81,21375,27,5.443
1979,NOAA,81,21388,15,0.907
1979,NOAA,81,21405,2,0.091
1979,NOAA,81,21735,211,23.814
1979,NOAA,81,21932,9,0.68
1979,NOAA,81,23055,21,0.907
1979,NOAA,81,23804,2,0.045
1979,NOAA,81,23807,12,0.181
1979,NOAA,81,24185,20,1.905
1979,NOAA,81,24189,1,0.136
1979,NOAA,81,66045,4,0.045
1979,NOAA,81,66050,7,0.045
1979,NOAA,81,66500,53,0.181
1979,NOAA,81,66580,121,0.907
1979,NOAA,81,68580,94,2.495
1979,NOAA,81,68781,24,4.082
1979,NOAA,81,69322,2,1.814
1979,NOAA,81,71772,2,0.136
1979,NOAA,81,71882,3,0.272
1979,NOAA,81,71884,4,0.68
1979,NOAA,81,75284,24,0.907
1979,NOAA,81,80020,12,10.659
1979,NOAA,81,80200,13,8.618
1979,NOAA,81,81742,1054,136.531
1979,NOAA,81,82510,34,1.588
1979,NOAA,81,83020,8,0.68
1979,NOAA,82,10210,88,3.175
1979,NOAA,82,10220,1,0.091
1979,NOAA,82,10285,13,1.678
1979,NOAA,82,20040,2,0.045
1979,NOAA,82,21313,6,0.136
1979,NOAA,82,21375,20,1.043
1979,NOAA,82,21388,8,0.544
1979,NOAA,82,21405,1,0.045
1979,NOAA,82,21735,338,17.01
1979,NOAA,82,21932,4,0.091
1979,NOAA,82,23055,22,0.544
1979,NOAA,82,23807,12,0.454
1979,NOAA,82,24185,16,1.134
1979,NOAA,82,24189,5,1.134
1979,NOAA,82,66602,27,0.272
1979,NOAA,82,68580,3,0.045
1979,NOAA,82,68781,57,7.711
1979,NOAA,82,71772,5,0.272
1979,NOAA,82,71882,2,0.091
1979,NOAA,82,71884,15,2.268
1979,NOAA,82,74983,1,0.045
1979,NOAA,82,75284,8,0.227
1979,NOAA,82,80020,1,0.726
1979,NOAA,82,80200,5,1.814
1979,NOAA,82,81742,1592,122.016
1979,NOAA,82,82510,13,0.318
1979,NOAA,82,83020,6,0.136
1979,NOAA,82,91000,1,0.454
1979,NOAA,83,10210,91,5.897
1979,NOAA,83,10220,1,0.454
1979,NOAA,83,10285,8,0.907
1979,NOAA,83,21313,10,0.227
1979,NOAA,83,21375,19,1.588
1979,NOAA,83,21388,13,0.59
1979,NOAA,83,21405,4,0.045
1979,NOAA,83,21735,511,18.779
1979,NOAA,83,21932,4,0.136
1979,NOAA,83,23055,7,0.181
1979,NOAA,83,23807,10,0.227
1979,NOAA,83,24100,14,2.268
1979,NOAA,83,24185,5,0.59
1979,NOAA,83,66050,5,0.091
1979,NOAA,83,66203,11,0.181
1979,NOAA,83,68781,92,11.34
1979,NOAA,83,71753,2,0.363
1979,NOAA,83,71772,5,0.318
1979,NOAA,83,71882,3,0.181
1979,NOAA,83,71884,45,6.123
1979,NOAA,83,80020,56,4.536
1979,NOAA,83,80200,6,2.268
1979,NOAA,83,81742,171,162.84
1979,NOAA,84,10210,43,1.588
1979,NOAA,84,10220,3,0.68
1979,NOAA,84,10285,31,4.536
1979,NOAA,84,21313,1,0.045
1979,NOAA,84,21355,1,0.045
1979,NOAA,84,21375,14,0.998
1979,NOAA,84,21388,24,0.907
1979,NOAA,84,21394,1,0.091
1979,NOAA,84,21405,2,0.045
1979,NOAA,84,21735,105,5.67
1979,NOAA,84,23055,4,0.091
1979,NOAA,84,24185,5,0.454
1979,NOAA,84,24189,4,0.227
1979,NOAA,84,66203,2,0.045
1979,NOAA,84,66601,6,0.136
1979,NOAA,84,68580,17,0.227
1979,NOAA,84,68781,21,3.402
1979,NOAA,84,69322,5,2.041
1979,NOAA,84,71753,1,0.181
1979,NOAA,84,71772,6,0.68
1979,NOAA,84,71882,2,0.363
1979,NOAA,84,71884,5,0.907
1979,NOAA,84,80020,4,4.99
1979,NOAA,84,81742,792,82.554
1979,NOAA,85,10210,84,3.402
1979,NOAA,85,20001,1,0.045
1979,NOAA,85,20040,5,0.091
1979,NOAA,85,21313,28,0.59
1979,NOAA,85,21355,3,0.045
1979,NOAA,85,21375,22,2.041
1979,NOAA,85,21388,14,0.454
1979,NOAA,85,21405,8,0.091
1979,NOAA,85,21735,500,24.267
1979,NOAA,85,23804,3,0.045
1979,NOAA,85,23807,9,0.363
1979,NOAA,85,24185,10,1.134
1979,NOAA,85,24189,9,3.402
1979,NOAA,85,66530,9,0.181
1979,NOAA,85,66601,12,0.181
1979,NOAA,85,68781,33,4.536
1979,NOAA,85,69322,1,0.045
1979,NOAA,85,71753,7,0.68
1979,NOAA,85,71772,15,0.907
1979,NOAA,85,71882,2,0.181
1979,NOAA,85,71884,4,0.68
1979,NOAA,85,75284,24,0.907
1979,NOAA,85,80020,5,4.536
1979,NOAA,85,80200,22,12.02
1979,NOAA,85,81095,5,0.181
1979,NOAA,85,81742,657,102.512
1979,NOAA,86,10210,15,0.454
1979,NOAA,86,10285,11,0.68
1979,NOAA,86,20040,2,0.045
1979,NOAA,86,21110,2,0.136
1979,NOAA,86,21313,2,0.045
1979,NOAA,86,21375,13,0.726
1979,NOAA,86,21388,4,0.136
1979,NOAA,86,21394,1,0.045
1979,NOAA,86,21735,35,1.361
1979,NOAA,86,23055,9,0.091
1979,NOAA,86,23807,2,0.045
1979,NOAA,86,24185,8,0.68
1979,NOAA,86,24189,2,0.454
1979,NOAA,86,43000,1,0.045
1979,NOAA,86,68781,3,0.68
1979,NOAA,86,71772,9,0.454
1979,NOAA,86,71882,1,0.091
1979,NOAA,86,71884,1,0.136
1979,NOAA,86,80020,1,0.953
1979,NOAA,86,80200,2,0.454
1979,NOAA,86,81742,331,26.626
1979,NOAA,86,82510,50,1.814
1979,NOAA,87,10210,22,0.907
1979,NOAA,87,10220,5,1.361
1979,NOAA,87,10285,3,0.227
1979,NOAA,87,20040,7,0.136
1979,NOAA,87,21110,1,0.045
1979,NOAA,87,21313,16,0.454
1979,NOAA,87,21375,13,2.268
1979,NOAA,87,21388,10,0.907
1979,NOAA,87,21735,161,14.969
1979,NOAA,87,21753,2,0.045
1979,NOAA,87,23055,127,2.268
1979,NOAA,87,24189,6,3.175
1979,NOAA,87,68781,14,2.722
1979,NOAA,87,69322,2,0.454
1979,NOAA,87,71772,6,0.363
1979,NOAA,87,71882,5,0.181
1979,NOAA,87,71884,81,14.061
1979,NOAA,87,72743,1,0.045
1979,NOAA,87,75284,28,1.043
1979,NOAA,87,80020,1,0.454
1979,NOAA,87,81742,1113,114.759
1979,NOAA,87,82510,48,1.134
1979,NOAA,88,10155,2,0.181
1979,NOAA,88,10210,260,11.567
1979,NOAA,88,10220,21,6.804
1979,NOAA,88,10285,20,1.134
1979,NOAA,88,20001,1,0.045
1979,NOAA,88,20061,3,0.091
1979,NOAA,88,21313,18,0.227
1979,NOAA,88,21375,16,1.361
1979,NOAA,88,21388,3,0.408
1979,NOAA,88,21735,281,19.278
1979,NOAA,88,21932,4,0.227
1979,NOAA,88,24189,2,0.454
1979,NOAA,88,68781,41,7.121
1979,NOAA,88,69322,1,0.454
1979,NOAA,88,71884,120,14.061
1979,NOAA,88,81742,1581,154.675
1979,NOAA,89,10155,1,0.091
1979,NOAA,89,10210,110,4.99
1979,NOAA,89,10220,3,0.907
1979,NOAA,89,10285,24,1.814
1979,NOAA,89,20040,3,0.045
1979,NOAA,89,20060,1,0.045
1979,NOAA,89,20322,1,0.454
1979,NOAA,89,21313,13,0.091
1979,NOAA,89,21375,6,0.544
1979,NOAA,89,21388,2,0.045
1979,NOAA,89,21735,80,3.856
1979,NOAA,89,21753,8,0.045
1979,NOAA,89,23804,1,0.045
1979,NOAA,89,23807,1,0.045
1979,NOAA,89,24189,1,0.68
1979,NOAA,89,66602,9,0.227
1979,NOAA,89,68781,23,3.175
1979,NOAA,89,71772,4,0.227
1979,NOAA,89,71884,206,25.401
1979,NOAA,89,75284,11,0.59
1979,NOAA,89,81742,1688,178.262
1979,NOAA,89,82510,110,2.495
1979,NOAA,90,10155,1,0.045
1979,NOAA,90,10210,14,0.544
1979,NOAA,90,20040,2,0.045
1979,NOAA,90,21313,9,0.136
1979,NOAA,90,21375,4,0.091
1979,NOAA,90,21388,1,0.045
1979,NOAA,90,21405,1,0.045
1979,NOAA,90,21725,1,0.045
1979,NOAA,90,21735,14,0.68
1979,NOAA,90,21753,23,0.045
1979,NOAA,90,23055,36,0.318
1979,NOAA,90,23804,1,0.045
1979,NOAA,90,23807,4,0.045
1979,NOAA,90,24185,2,0.454
1979,NOAA,90,24189,1,0.907
1979,NOAA,90,43000,5,0.59
1979,NOAA,90,56300,1,0.045
1979,NOAA,90,66500,4,0.045
1979,NOAA,90,66602,10,0.136
1979,NOAA,90,68781,19,2.359
1979,NOAA,90,71772,6,0.227
1979,NOAA,90,71835,1,0.045
1979,NOAA,90,71882,9,0.59
1979,NOAA,90,71884,108,17.01
1979,NOAA,90,74983,3,0.091
1979,NOAA,90,80595,1,0.091
1979,NOAA,90,81742,1013,62.142
1979,NOAA,90,82510,94,2.268
1979,NOAA,91,10210,9,0.454
1979,NOAA,91,10220,1,0.181
1979,NOAA,91,10285,7,0.454
1979,NOAA,91,20040,3,0.045
1979,NOAA,91,21313,17,0.544
1979,NOAA,91,21375,6,0.272
1979,NOAA,91,21405,1,0.045
1979,NOAA,91,21735,62,4.763
1979,NOAA,91,21740,1,0.045
1979,NOAA,91,21753,4,0.045
1979,NOAA,91,23055,5,0.045
1979,NOAA,91,23807,50,1.179
1979,NOAA,91,23809,4,0.045
1979,NOAA,91,24185,3,0.272
1979,NOAA,91,24189,12,2.948
1979,NOAA,91,43000,60,2.495
1979,NOAA,91,66045,207,0.544
1979,NOAA,91,66602,3,0.045
1979,NOAA,91,68781,32,5.443
1979,NOAA,91,69322,1,0.045
1979,NOAA,91,71753,1,0.045
1979,NOAA,91,71772,1,0.091
1979,NOAA,91,71835,4,0.091
1979,NOAA,91,71882,20,1.361
1979,NOAA,91,71884,62,8.391
1979,NOAA,91,72743,1,0.045
1979,NOAA,91,74080,50,1.814
1979,NOAA,91,75284,15,0.907
1979,NOAA,91,80200,1,0.136
1979,NOAA,91,81095,1,0.045
1979,NOAA,91,81742,788,73.255
1979,NOAA,91,82510,130,3.856
1979,NOAA,92,10210,40,2.268
1979,NOAA,92,10285,64,1.814
1979,NOAA,92,20001,3,0.045
1979,NOAA,92,20040,3,0.045
1979,NOAA,92,21313,33,0.635
1979,NOAA,92,21375,20,0.907
1979,NOAA,92,21388,3,0.045
1979,NOAA,92,21735,192,13.381
1979,NOAA,92,21753,8,0.045
1979,NOAA,92,23055,22,0.454
1979,NOAA,92,23804,2,0.045
1979,NOAA,92,23807,31,0.544
1979,NOAA,92,23809,2,0.045
1979,NOAA,92,24185,5,0.272
1979,NOAA,92,24189,8,1.361
1979,NOAA,92,66050,1,0.045
1979,NOAA,92,66500,130,0.408
1979,NOAA,92,66580,32,0.272
1979,NOAA,92,66602,12,0.136
1979,NOAA,92,68781,14,1.996
1979,NOAA,92,69322,1,0.091
1979,NOAA,92,71753,3,0.136
1979,NOAA,92,71835,2,0.045
1979,NOAA,92,71882,5,0.181
1979,NOAA,92,71884,42,7.031
1979,NOAA,92,72743,1,0.045
1979,NOAA,92,75284,16,0.907
1979,NOAA,92,80200,1,0.136
1979,NOAA,93,10210,77,2.948
1979,NOAA,93,10220,3,0.635
1979,NOAA,93,10285,17,1.678
1979,NOAA,93,20001,3,0.045
1979,NOAA,93,20040,8,0.091
1979,NOAA,93,21313,37,0.907
1979,NOAA,93,21375,16,1.588
1979,NOAA,93,21388,4,0.227
1979,NOAA,93,21405,1,0.045
1979,NOAA,93,21735,141,4.536
1979,NOAA,93,21753,2,0.045
1979,NOAA,93,23055,4,0.091
1979,NOAA,93,23804,3,0.045
1979,NOAA,93,23807,18,0.272
1979,NOAA,93,23809,4,0.136
1979,NOAA,93,24185,6,0.726
1979,NOAA,93,24189,11,1.043
1979,NOAA,93,41221,5,0.227
1979,NOAA,93,66580,57,0.318
1979,NOAA,93,66602,146,1.678
1979,NOAA,93,68781,16,2.858
1979,NOAA,93,69322,2,0.907
1979,NOAA,93,71772,6,0.318
1979,NOAA,93,71882,2,0.091
1979,NOAA,93,71884,15,2.495
1979,NOAA,93,75284,4,0.227
1979,NOAA,93,80020,4,4.99
1979,NOAA,93,80200,10,4.309
1979,NOAA,93,80540,2,0.045
1979,NOAA,93,81095,1,0.045
1979,NOAA,93,81742,3479,155.628
1979,NOAA,94,10210,35,1.361
1979,NOAA,94,10211,1,0.045
1979,NOAA,94,10220,2,1.361
1979,NOAA,94,10285,29,2.041
1979,NOAA,94,20040,1,0.045
1979,NOAA,94,21300,1,0.045
1979,NOAA,94,21313,4,0.045
1979,NOAA,94,21375,19,1.225
1979,NOAA,94,21388,4,0.045
1979,NOAA,94,21405,1,0.045
1979,NOAA,94,21735,116,4.99
1979,NOAA,94,21753,1,0.045
1979,NOAA,94,23055,4,0.045
1979,NOAA,94,23807,35,0.454
1979,NOAA,94,23809,1,0.045
1979,NOAA,94,24185,12,0.68
1979,NOAA,94,24189,6,1.361
1979,NOAA,94,41221,5,0.227
1979,NOAA,94,66500,80,0.227
1979,NOAA,94,66580,29,0.227
1979,NOAA,94,66602,4,0.091
1979,NOAA,94,68781,7,1.588
1979,NOAA,94,71772,18,1.633
1979,NOAA,94,71882,1,0.045
1979,NOAA,94,75284,1,0.045
1979,NOAA,94,80020,3,2.495
1979,NOAA,94,80200,5,2.041
1979,NOAA,94,81742,1461,61.915
1979,NOAA,94,98000,2,0.454
1979,NOAA,95,10220,1,0.59
1979,NOAA,95,10285,12,2.812
1979,NOAA,95,21313,2,0.091
1979,NOAA,95,21375,9,0.816
1979,NOAA,95,21376,3,0.318
1979,NOAA,95,21388,3,0.091
1979,NOAA,95,21725,2,0.045
1979,NOAA,95,23055,2,0.045
1979,NOAA,95,23807,10,0.091
1979,NOAA,95,23809,1,0.045
1979,NOAA,95,24185,14,1.134
1979,NOAA,95,24189,3,0.771
1979,NOAA,95,66045,1595,3.946
1979,NOAA,95,66500,725,1.996
1979,NOAA,95,66602,5,0.045
1979,NOAA,95,68781,5,0.907
1979,NOAA,95,71772,2,0.091
1979,NOAA,95,71835,1,0.045
1979,NOAA,95,71882,2,0.091
1979,NOAA,95,71884,17,2.495
1979,NOAA,95,80200,2,0.907
1979,NOAA,95,81742,970,77.338
1979,NOAA,95,82510,2,0.045
1979,NOAA,95,98000,1,0.045
1979,NOAA,97,10210,151,3.175
1979,NOAA,97,10285,31,3.629
1979,NOAA,97,20040,18,0.181
1979,NOAA,97,21313,10,0.226
1979,NOAA,97,21355,4,0.045
1979,NOAA,97,21375,32,3.402
1979,NOAA,97,21388,28,1.089
1979,NOAA,97,21405,2,0.045
1979,NOAA,97,21725,4,0.091
1979,NOAA,97,21735,123,7.257
1979,NOAA,97,22200,1,0.045
1979,NOAA,97,23055,2,0.045
1979,NOAA,97,23807,6,0.136
1979,NOAA,97,23809,1,0.045
1979,NOAA,97,24100,10,0.907
1979,NOAA,97,24185,6,0.454
1979,NOAA,97,66601,18,0.227
1979,NOAA,97,68580,18,0.454
1979,NOAA,97,68781,53,2.268
1979,NOAA,97,69322,4,0.907
1979,NOAA,97,71753,10,0.907
1979,NOAA,97,71882,2,0.091
1979,NOAA,97,71884,4,0.227
1979,NOAA,97,80020,4,1.814
1979,NOAA,97,80200,70,17.463
1979,NOAA,97,81095,1,0.045
1979,NOAA,97,81742,930,66.905
1979,NOAA,97,82510,42,1.814
1979,NOAA,116,10210,20,4.808
1979,NOAA,116,10220,3,1.497
1979,NOAA,116,10285,8,1.724
1979,NOAA,116,21110,3,0.136
1979,NOAA,116,21350,3,0.136
1979,NOAA,116,21375,25,5.171
1979,NOAA,116,21388,8,0.363
1979,NOAA,116,21725,15,0.227
1979,NOAA,116,21735,868,76.34
1979,NOAA,116,21740,20,0.363
1979,NOAA,116,22200,3,0.136
1979,NOAA,116,23041,8,0.136
1979,NOAA,116,23055,20,1.134
1979,NOAA,116,24185,3,0.136
1979,NOAA,116,41221,3,0.136
1979,NOAA,116,43000,10,0.136
1979,NOAA,116,66500,30,0.136
1979,NOAA,116,66580,35,0.363
1979,NOAA,116,68577,10,0.136
1979,NOAA,116,68580,215,1.134
1979,NOAA,116,69322,7,6.35
1979,NOAA,116,71756,3,0.136
1979,NOAA,116,71772,3,0.227
1979,NOAA,116,71882,68,8.029
1979,NOAA,116,71884,142,16.057
1979,NOAA,116,75284,3,0.136
1979,NOAA,116,80020,3,1.497
1979,NOAA,116,80200,46,20.684
